dataset,p_q,algorithm,purity,num_clusters,k
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_twenty\50_point1.txt,50_point1,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,0.36666666666666664,3,0.1
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,0.6666666666666666,3,0.5
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,1
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,2
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,3
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_twenty\70_1.txt,70_1,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,0.36666666666666664,3,0.1
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,0.36666666666666664,3,0.5
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,0.36666666666666664,3,1
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,0.36666666666666664,3,2
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,0.6833333333333333,3,3
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_twenty\70_10.txt,70_10,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,0.1
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,0.5
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,1
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,2
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,3
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,4
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,5
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,10
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,11
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,12
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,13
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,14
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,15
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,16
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,17
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,18
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,19
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,20
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,50
./synthetic_graphs/three_graphs/size_twenty\70_20.txt,70_20,girvan-newman,0.36666666666666664,3,100
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,0.1
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,0.5
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,1
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,2
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,3
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\100_1.txt,100_1,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,2
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,3
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\100_10.txt,100_10,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\100_20.txt,100_20,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\100_30.txt,100_30,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\100_40.txt,100_40,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\100_50.txt,100_50,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,10
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,11
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,12
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,13
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,14
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,15
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,16
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,17
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,18
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,19
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,20
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,50
./synthetic_graphs/three_graphs/size_fifty\10_1.txt,10_1,girvan-newman,0.6666666666666666,3,100
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,2
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,3
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,4
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,5
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,10
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,11
./synthetic_graphs/three_graphs/size_fifty\10_point1.txt,10_point1,girvan-newman,0.9933333333333333,3,12
